,text,sentiment
3529,foxnews big winner gopdebate way future viewership objective surely already said,1
3530,dadandburied republicans love referencing constitution really seem misunderstand whole separation church state,0
3531,captdope lessons learnt women must babies education dumb war good obama stupid fuck immigrants trump smartz healthcare,0
3532,amphetamine presume megyn kelly spent night rolling eyes make times gopdebate,0
3533,msamysteele separation church state separation church state separation church state g,0
3535,taylortwo waynedupreeshow disagree want gopdebate hit job realdonaldtrump calculated mu http co auhlnza ww,0
3536,lourack rollingstone fox news targeted donald trump gopdebate republicans call smug http co auhlnza ww,0
3538,ohsnapitsjenni think calling megynkelly bimbo amp generally denigrating realdonaldtrump proved concern misogyny,0
3541,restorereality fuck ya donald trump rocked gopdebate smoking pathetic career politicians keep http co auhlnza ww,0
3542,trump sycophants want know megynkelly hidden agenda last night answer simple called vagina gopdebate,0
3543,tea texs cnn one eclipses realdonaldtrump gopdebate http co nzr p ckw via cnnpolitics http co auhlnza ww,1
3544,agree ingrahamangle foxnews questions gopdebate,1
3546,mattyiceaz ben carson doubts hillary nominee rapture coming soon gopdebate,0
3547,scared scared rightwingextremism gopdebate youcantbeserious https co kiazkaknxv,0
3548,iesrec person gay marriage rand paul guns gopdebate,0
3550,zoegberg sarahkendzior believe people writing real articles gopdebate lost http co auhlnza ww,0
3551,trying get last night debacle gopdebate,0
3552,zombie ronald reagan need gopdebate,0
3554,greenehunter ben killed tonight gop primary debate gopdebate carson runbenrun,0
3555,kara neptune texasgop retweet think every candidate gopdebate stage would better hil http co auhlnza ww,1
3556,gopdebate akin watching institutional crazies talk take insane asylum republican,0
3557,chadstanton brownblaze please kkkorgop gopdebate http co tmrfnuvwns http co auhlnza ww,0
3558,sallykohn every thought running president offer substantive thoughtful critiques gopdebate https co l,0
3559,cohealthaccess biggest winner republican debate obamacare http co dq qy rf via sarahkliff voxdotcom gopdebate,1
3560,still reflecting gopdebate basically made gopeemypants,0
3562,jimmerrillnh john podhoretz gopdebate says marcorubio emerges party brightest star http co zjmbdcitz nhpolitics,1
3563,gopdebate tweets entertaining https co vcwwvwtqvv,1
3565,thebaxterbean jeb bush worked cuban officer plead guilty defrauding gov millions http co xmo snlw p gopdebate ht,0
3566,first cringeworthy minutes megynkelly awkward snarky performance embarrassingly bad bretbaier pro gopdebate,0
3567,oh chrischristie hugged president thank goddness randpaul notice democrat cooties gopdebate,0
3568,postgraphics facttank rate speech indicate confidence fast swindler slow unprepared gopdebate http co fs r es,0
3570,odinseye k shorter jebbush interacting betters richers stfu gopdebate debatewithbernie,0
3571,patriotmom know rick santorum donald trump donald trump blue collar conservatives https co duupr nr gopdeb,0
3573,smethanie women abort rape babies fetuses come back zombies dig holes fence let mexicans,0
3574,randpaul thanks support st gopdebate sc today tomorrow nh http co x pj umr see yo,1
3576,takeaways gopdebate highlights cross b w circus amp firing squad randpaul kind attractive amirite,1
3577,realdonaldtrump incredibly unprofessional bitch broke moment realized everything going wrong gopdebate,0
3578,troothbooth moderators childish disrespectful flippant inflammatory shame foxnews kilmeade sdoocy ehasselbeck,0
3579,joshkivett gop volunteers amp rli fellows fl nc amp va great gopdebate watch parties tonight leadright http,1
3580,gopdebate talking refs game probably fucked calls foxnews blew big time,0
3581,sallykohn common refrain gopdebate blame political correctness unpopularity gop positions vs dunno unpopularity,0
3582,anything regulate banks gop mantra money first gopdebate,0
3583,edwrather one question last night debate veterans amp someone audience suggested gopdebate tco,0
3584,refuse trust anyone walked away gop debate last night thinking ben carson piqued interest gopdebate,0
3586,trump proved trojan horse amp running rd party one support tcot gopdebate ccot,0
3587,americasgotfailent thedemocrats gopdebate looking lot like http co yqr ybmolf trumpeffect,0
3590,angela rye wanna know know blacklivesmatter matter gopdebate yall got ten seconds ten,0
3591,puestoloco arthura p raemd fox gop party hunger games demagog food fighter carlyfiorina gopdebate morningjoe http co yg,0
3592,brainybug gop police brutality gopdebate,0
3595,mitchellreports nj govchristie americasmostcorruptgovernor foxnews challenge lies gopdebate beanbag,0
3596,johnhawkinsrwn fox gets f handling debate done trying get people scream,0
3597,blackmagpie brother lied amp sent k americans death iraq would vote another bush trump gopdebate,0
3598,kimacheson two hours ten candidates word peace yet said citizens america give gop gopdeba,0
3600,gabrielpta gotapoint urbnconservativ peddoc tedcruz gopdebate try minimize tedcruz talking time everyone,0
3601,living colour cult personality gopdebate https co xlwxoczoa,0
3602,thepalealewife thinking ipaday appropriate bitterness stage gopdebate,1
3603,reince biggest amp diverse field qualified candidates ever party excited part gopdebate night http co rp,1
3605,realalexjones libertytarian jakarijax leeannmcadoo wether realdonaldtrump trojan horse worth punt gopdebate,0
3606,thepatriot rosie donnell donald trump try explaining ur kids like explaining moms gopdebate http,0
3607,fuck ya donald trump rocked gopdebate smoking pathetic career politicians keep great work http co nvomystnvs,1
3609,dwstweets gop focused economic policies favor wealthy working families deserve president focused omgop,0
3610,truthteamone big winner gopdebate scott walker johnny walker http co qzoapiekcy,0
3611,thebaxterbean jeb bush attack public schools diverts public money private corporations http co xonrly ece gopdebate http,0
3612,realdonaldtrump saw shadow gopdebate us another six weeks,0
3614,painful listen answers god question called christians prove actions anything christian gopdebate,0
3616,johnggalt many blowjobs think monica lewinsky gave bill clinton oval office gopdebate,0
3617,makeupbylivixx watching gopdebate amp never entertained family side comments,1
3618,thought gopdebate good despite realdonaldtrump grandstanding bencarson really brought logic back campaign table,1
3619,republican debate trump garbled incoherent dominant http co jjhtkyovml gopdebate,0
3620,thebaxterbean jeb bush gop need evidence climate change start wars http co ngwiblhwdq gopdebate http,0
3621,goldietaylor walker surprisingly gets mostly right gopdebate blacklivesmatter http co vzjjbj ib,1
3622,martian munk recognize candidates gopdebate http co yud assrgh,0
3623,missed gopdebate amazed trump somehow considered lead https co qzmg pf,1
3624,liberalmmama watched gopdebate say pres obama right would win fourmoreyears,1
3625,tatianaking trainwreck truest sense word painfully awkward opening nonsensical answers question,0
3626,jimsterling donald trump literally five headed dragon gopdebate,0
3628,love carlyfiorina owned last night gopdebate ycot http co khqpdqpn,1
3629,jenniferweiner candidates trying anti abortion contest ends winner dismembers woman childbearing age,0
3630,thedailyedge gopdebate walker jobs failure wisconsin recovery outpaced us took lagged ever since http,0
3632,chrisvernonshow best part debate last night legs behind bret baier head truestory gopdebate http co wevgtvp zp,0
3633,scottgiorgini tell carlyfiorina first gopdebate also owned post debate interviews gt gt ht,1
3634,weeperwillow fox news fails disclose pro walker debate analyst walker adviser co author http co ahmncuhb gopde,0
3636,barbarn time nasty media remind royality let start foxnews gt megynkelly loser,0
3637,barbthebuilder gopdebate drinking game take shot every time candidate talks female moderator,0
3639,paulrieckhoff pathetic mention veterans tonight pathetic number mentions mailmen tonight gopdebate,0
3642,legitimacy tv news last night jon stewart cronkite amp dan rather playing gopdebate drinking games https co duu vluuhh,0
3643,danscavino rick santorum ranks gop field twitter mentions last min gopdebate https co f objl potus,1
3644,johnggalt megyn kelly slutty gopdebate http co qy ckxzzz,0
3645,gop w gopdebate proved thestupidparty hateful bigots jenllm bimmerella jared stphil princedemitri,0
3647,kaivanshroff gopdebate moderators order teeth whiteness http co fwx uef c,0
3648,viktorsald walker government invade churches ok churches invade government gopdebate,0
3651,gopdebate spends less minute police violence black lives matter http co v qirwdw k blacklivesmatter,0
3652,sdb futiledemocracy embarrassment wonder know bad looked rest world gopdebate,0
3653,thx flashreport ink potus gopdebate brietbart http co vtzmlujrqi,0
3654,ayeedxnny shocking people supporting donald trump ideas running country cmon jo,0
3655,jjauthor realdonaldtrump go isis democrats like rosie donnell amp foxnews moderators gopdeb,0
3658,chrissiefit understand watching run snl cold open right gopdebate,0
3659,simsoph quite something watch gopdebate vs canadian pm debate anyone take american politicians seriously,0
3661,takeaway gopdebate terrible hate tell whole night life never get back,0
3662,ff whoa weird format know https co np cjqwyji gopdebate gop rnc reince rushlimbaugh kilmeade foxnews tcot,1
3663,saralang space woman stage gonna make way g gopdebate,0
3664,someecards funniest reactions last night inadvertently hilarious gop debate http co nkwjlscecm gopdebate http,1
3665,cenkuygur year old son saw realdonaldtrump tv said dad clown tv gopdebate,0
3666,worldmist libertarian hate state power right silent volume mute gopdebate randpaul http co,0
3667,genemcvay gopdebate debate full fledged attack trump followed attacks trump amp,0
3668,republican party wakes huge hangover splitting headache idea bed donald trump gopdebate rsg,0
3670,guypbenson good rubio answer immigration invoking unfairness system play rules gopdebate,1
3671,donniewahlberg sure carlyfiorina allowed primetime gopdebate tonight guys lucky,0
3672,katearonoff good sense leave atlantic city back jersey trump back fuck gopdebate,0
3673,megyn kelly fantastic job last night proud role model gopdebate,1
3674,purpose military kill people break things mikehuckabeegop well caitlyn jenner broke world records gopdebate,0
3675,morning gopdebate amp macdebate torontostar editorial cartoon laments jonvoyage really http co adakkbfbqu,0
3676,melissaroyle watching canadian macdebate followed gopdebate like playing jeopardy followed drunk naked upside,0
3677,watching gopdebate made realize became libertarian,0
3679,paulapoundstone gopdebate guys say want run government say want get government,0
3680,sampuzzo progress ohio davidjwhite take gopdebate getting dem potus imo http co mclat zumo,1
3681,jjauthor hey frankluntz surprise night megynkelly chris wallace gopdebate,1
3682,frankluntz lol probably likes loser candidates like mccain romney amp bush trump gopdebate hands http co zqphlsqdun,1
3683,brianstelter care reality reality matters theories equations books sciencenotsex gopdebate http co od cnksn,1
3684,day gopdebate everyone talks attitudes personalities everyone forgets issues,0
3685,waynedupreeshow nit q amp turkey shoot kelly wallace totally emptied clips going realdonaldtrump sad,0
3686,livestream gopdebate election issues bombastic personalities,0
3687,surprised learn ben carson part gopdebate last night bitchwhere,0
3688,frankluntz lol sham focus group bunch bush rnc plants trump gopdebate hands http co zqphlsqdun,0
3689,much important gopdebate https co zii mx gv,0
3691,foxnews ever disclose many gopdebate participants payroll clowncar,0
3692,lasting image facebook logo foxnews gopdebate another example technology use never morally neutral,0
3693,realdonaldtrump attacks anyone agree obama gopdebate tcot,0
3694,jangajentaan trump time political correctness gopdebate,0
3696,ablanketyblank mike purpose military kill people break things huckabee gopdebate,0
3697,gopdebate realalexjones ted cruz make name saying americans deserve know truth,1
3700,hsudavidt gopdebate highlights badly need new vision debate apply civichall rethinking debates job http c,0
3702,anything would say real winner gopdebate megynkelly,1
3703,hardball chris hopes foxnews asks gop candidates evolution gopdebate http co wci apyxol didnt bel evolution til michelle,0
3705,elonjames funny think may tap gopdebate one dudes foreign policy,0
3706,long donald trump gets distracted different shiny object squirrel felt embarrassed nation gopdebate,0
3707,chrissiefit tap heels together times donald trump go away forever bigbeautifuldoor gopdebate http co ua vk,0
3708,bretbaier specialreport megynkelly word god worse question night waste time many important issues gopdebate,0
3710,chrischristie great gov let rand roll eyes wants gopdebate,1
3712,donald trump first person heard frame misogyny time management issue gopdebate,0
3715,whereisnatasha gopdebate common avengers merch serious lack women,0
3717,clowns performed well last night circus donald trump ring master gopdebate gopclowncar,0
3718,proud gop field gopdebate took tough questions cases knocked park johnkasich marcorubio favs,1
3720,candidate mention race carson sees brains gopdebate,1
3721,soopermexican tax pimps whores america huckabee gopdebate,0
3722,adamsflafan nothappening recap gopdebate tenmen want make choices women goptbt http co tnftr e te,0
3724,seredoc trump uses gop stage wants reserves right destroy gop chances time great gop leadershi,0
3725,nerdywonka jeb defunded planned parenthood proud denied thousands women access life saving healthcare go,0
3726,feel like rubio answered question small businesses gopdebate,0
3727,frankconniff confused clobberin time something said fantasticfour trump gopdebate,0
3728,outnumberedfnc jedediahbila want put someone office want worry gopdebate trump,1
3729,kesgardner trump used laws country rip people awesome words effect,0
3730,twitter hype ranks gop min kasich santorum bush gopdebate https co f objl potus,0
3732,fairandbalanced case gopdebate realdonaldtrump treated unfairly make soon outnumbered,1
3733,kayleighmcenany marco rubio presidential articulate bright authentic gopdebate,1
3734,guess separation church state thing anymore country gopdebate,0
3736,zellieimani many americans outraged emerging videos omg finally police violence planned parent hood gopdebate,0
3737,foxnews let someone else handle future debates incompetent foxdebate gopdebate,0
3738,limbaugh says realdonaldtrump reactive amp inside rules gopdebate,0
3739,protect money gopdebate http co ywqgydukw,0
3740,thefallen earned jeb know title gopdebate lolgop,0
3741,person gopdebate exceptional performance carlyfiorina wait see spar big boys next time,1
3742,finished listening gopdebate small glimmers sanity heap talking points rhetoric https co nzceb xyg,0
3743,inthequeencity politicians even pretending care female vote http co epvbwkot gopdebate,0
3744,defensebaron walker mentions uber rich counties like mine around dc leaves mega reason defense contracting gopdebate,0
3745,theunquietone without god become childless alcoholic lot free time sign gopdebate,0
3746,chucknellis ted cruz might gotten bats hit ball hard try got excellent gopdebate,1
3747,frankluntz lol probably likes loser candidates like mccain romney amp bush trump gopdebate hands next president trump,1
3748,pick winner gopdebate kasich would first choice followed rubio christie,1
3749,radiovegan earned title jeb huh gopdebate,0
3751,kayski gave time god race relations know take candidates seriously gopd,0
3755,hearing discussion gopdebate trump honest candidate makes question radio station choice,0
3756,benshapiro cruz looking great debate gopdebate,1
3757,waiting next one jonstewartbooks kids table pretty sure republican ya jonvoyage gopdebate,0
3759,kayleymelissa gopdebate like trial unbreakable kimmy schmidt dona http co jaqjwnndgb http co kovjfhwp,0
3760,wfie news u going report news affect n nation https co bdxb vkyqw via youtube realalexjones gopdebate gop pussy,0
3761,foxnews megynkelly u conservatives republicans u fair balanced u want control us amp pick candidate gopdebate,0
3762,donald trump bimbo megyn kelly behaved unprofessionally badly personally gopdebate http co rglmp na,0
3763,realitycheck rupert murdoch amp valerie jarrett gushing jeb bush amp election gopdebate http co ml uvbruvv,0
3764,simply half catching morning clips gopdebate wonder anyone would want arrogant hard hearted folk prez,0
3765,ingrahamangle carlyfiorina ran away gopdebate carly https co rxjs emmdj,0
3768,amaraconda take shot every time u hear repeal obamacare prepared get alcohol poisoning next mins gopdebate,0
3769,cnn amp new york times liked gopdebate tells everything need know moderatorfail,0
3770,livestream gopdebate gets gop nomination never get black hispanic asian gay unions vote win white house,0
3771,fox news fails disclose pro walker debate analyst walker adviser co author http co ahmncuhb gopdebate scottwalker,0
3772,chloeangyal jesus said ronald reagan great capital gains tax bad gopdebate,0
3773,doctorgoofee gopdebate trump last night likely lost chubclub vote rosieodonnell,0
3776,africanacarr today th anniversary votingrightsact one question tonight gopdebate message received lo,0
3777,zeitgeistghost kept thinking gop governors gopdebate talk accomplishments yeah u failed unpop,0
3778,really mention trump comments john mccain pows last night gopdebate miss,0
3780,bpolitics describes megyn kelly quoting trump sexist comments question irony gopdebate http co e dhzktjdw,0
3781,swayzeguy foxnews hosts fist bumping gopdebate megyn crowley particularly proud,0
3782,donald trump liberal whole time running prove stupid gop gopdebate,0
3783,bw react gopdebate verdict johnkasich wins positive sentiment http co cpqjnwol,1
3784,trying find spot gopdebate last night watching mute fast forwarded much better way,0
3786,glitchxcity donald trump publicity stunt phase right right gopdebate,0
3787,many people didnt get see debate dont cable satellite fox news isnt free gopdebate,0
3789,gayathomedad old fashioned homophobic gopdebate,0
3790,path becoming president become reality tv show focused shock value gopdebate,0
3791,carljacksonshow trump likes socialized med paying corrupt politicians conservatives like gopdebate,0
3793,amymek realdonaldtrump megynkelly frankluntz would like thank rand paul exposing trump democrat gopdebate,1
3794,pretty pissed missed gopdebate,0
3795,claudiaavaloss last heard bimbos vote kellyfile gopdebate thatsall http co auhlnza ww,0
3796,julieweise little history truly immigration sparring gopdebate https co gdl zgt,0
3797,auditthemedia us gopdebate could stand learn lot gedebate format bbc much better job fox news,0
3798,mood gopdebate http co gmxjf,0
3799,officially calling pro choicers science deniers prolife gopdebate,0
3800,whine man probably talking jebbush jebbush gopdebate,0
3802,would guessed haircut gopdebate scottwalker https co ryvtecz pm,0
3804,emmajeter watching gopdebate donald trump misogynist pig compl http co auhlnza ww,0
3805,writeintrump prove good sport giving losers tonight gopdebate apprentice board game take home http,1
3806,brianinoty let forget one ever shot politically correct one liberties violated,0
3807,kurtschlichter trump actually right bankruptcy laws someone please kill gopdebate,1
3809,forward future marchella straight fascism gopdebate https co xwmlizggds http co auhlnza ww,0
3811,laprofe losethosepoundz searching comeback really clue gopdebate http co auhlnza ww,0
3812,adamkareem gopdebate last night smack talking seemed like le http co auhlnza ww,0
3813,frankluntz lol sham focus group bunch bush rnc plants trump gopdebate hands,1
3815,latham franklin graham st gopdebate encouraging see several candidates express faith god http co auhlnza ww,1
3816,rhowardbrowne ben carson one removed half brain went washington think someone beat,1
3818,last night debate proved never move forward nation stop voting democrats amp republicans gopdebate,0
3819,gopdebate failed mention climate change even odd considering hot air,0
3821,jeneralpr single mention voting rights gopdebate th anniversary voting rights act awful,0
3822,jeffersonobama president trolling cruz debate gopdebate http co zb nt jvle,0
3827,never forget ted cruz never supported amnesty gopdebate,0
3828,cruz pretty much saying plan repealing obamacare shit healthcare afterwards gopdebate,0
3830,chris christie shown swallowing fly thursday gopdebate ohgodmakeitstop http co z vx cridr,0
3831,wendyliebman watched gopdebate benny hill theme song playing,0
3833,andrew marcinko fb photo guy asked whether candidates spoken god gopdebate color surprised htt,0
3834,auditthemedia could asked questions entire field minutes gopdebate instead struggled get average,0
3836,evanjkessler believe went question guys talk god lately gopdebate,0
3839,reason realdonaldtrump take pledge gopdebate exactly good negotiator,1
3841,local talk radio la best morning presidential debate gopdebate,0
3842,sure jeb bush one thing know sure help w last nights gopdebate outnumberedfnc ericbolling,0
3843,thisbrokenwheel people five minutes ago advocating violence middle east straight faced defend sanctit,0
3844,adbridgeforth fox news fails disclose pro walker debate analyst walker adviser co author http co lpodl pt gopde,0
3845,fox lady viewers pissed megyn kelly megyn know good rw woman takes men sexism smile amp silence gopdebate,0
3846,lizadonnelly put pearls jeb looks like mom drew gopdebate last night https co mqrw qy yb,0
3848,marchella straight fascism gopdebate https co ol krvnquu,0
3849,gopdebate last night smack talking seemed like leaked lyrics diss tracks,0
3851,libertarian hate state power right silent volume mute gopdebate randpaul http co uekbwu lh,0
3852,last time took days long take jeb time correct horrible common core answer gopdebate,0
3854,lizadonnelly political nonsense last night gopdebate see http co x hxfxqjgd site https co f uqp u wv,0
3856,donlynturnbull rand paul called reagan conservative gopdebate http co rjsujatjco,0
3857,realalexjones watching debate felt donald trump new ross perot feel way well gopdebate,0
3859,netretired adamsmith usa democrats watching gopdebate http co ojukqgcdb gop love unborn birth starve,0
3860,need put someone debate hrc like marcorubio jedediahbila outnumbered studentsforrubio gopdebate,1
3861,frankluntz analysis says govmikehuckabee debate gt http co quwoclfs q imwithhuck gopdebate,1
3862,frankluntz megynkelly focus group joke takedown attempt trump huge fail trump gopdebate easily,1
3864,bernardgoldberg donald real rino race mean http co baqoqpxon gopdebate,1
3865,megynkelly killed last night realdonaldtrump came normal petulant name calling thin skinned self gopdebate,0
3867,rand shoulda pulled pocket copy constitution invited christie read gopdebate,0
3869,gretendave lot jeb backers shaking head wondering sunk money last night gopdebate,0
3870,megynkelly great job gopdebate,1
3871,queenaeiin good god yall done goin church gopdebate,0
3872,republican party last night debate hillary lost breitbart http co zclymyxzvy gopdebate,1
3873,realdonaldtrump seems little flustered megynkelly handle called trash gopdebate,0
3874,advice gop candidate order think finished th place john kasich contrast bush gopdebate tcot p,0
3875,mydaughtersarmy another group men taking pride telling women choice happens bodies gopde,0
3880,save america per gopdebate stronger military god kill obamacare god fix stuff god,0
3881,itsjanelindsey gopdebate like seeing personal hell god planned payback believing,0
3882,danielgenseric megynkelly like realdonaldtrump anncoulter wonder antiwhites force immigration assimilation,0
3883,reading blogs amp comments regarding last night gopdebate folks saying biggest looser night megynkelly foxnews,0
3884,brios trickle econ amp brother recession caused poverty jebbush want lift poverty raise wages,0
3885,gopdebate last night call diarrhea mouth,0
3886,conservative media influence gop give damn governing http co uth vmch calmesnyt gopdebate,0
3887,chrischristie make apologies protecting lives safety american people gopdebate https co gmamj n,1
3888,trump candidate people meaningfully updated views since saw rising sun theatres gopdebate,0
3889,jhogangidley foxnews seanhannity interview govmikehuckabee outstanding debate performance gopdebate http,1
3891,rushlimbaugh making great point ny times cnn et al sing praises gopdebate moderators know bad,0
3892,steps help understand kkkorgop define rhetoric consume gopdebate rhetoric spot similarities https co lkuhw nrxs,0
3893,mitchellreports capehartj randpaul good point turned something sophomoric w hug comment gopdebate,0
3894,livestream gopdebate either way donald trump runs independent one vote anyway,0
3895,gopdebate great enjoy watching men forgot took laxative earlier night http co qchynkfr,0
3896,chase norton god question last night gopdebate serious trolling,0
3898,guardianus yes thank gopdebate,0
3900,gopdebate watching highlights last night wow people really immature women bashing yelling got hug uniteblue,0
3901,score b candidates c moderators full amp presumed cleverness take gopdebate foxnewsdebate,0
3902,politicians even pretending care female vote http co epvbwkot gopdebate,0
3903,nonprophetess received word god good gopdebate,1
3904,elonjames ben carson caged bird said nah know gopdebate,0
3908,god talks part end milk nose gopdebate notfromus,0
3909,megyn kelly real winner gopdebate last night foxnewsdebate trump foxnews http co eeavzmrvb,1
3910,frank luntz gopdebate great news ted cruz http co b ti hvn p,1
3911,glad trump shut four failing biz borrow trillion keep afloat enslave children children gopdebate,1
3912,chrischristie make apologies protecting safety american people tellingitlikeitis gopdebate https co gv,1
3913,paul christie debate hurt candidates gopdebate,0
3915,suffering existential crisis need wallyweeins realdonaldtrump gopdebate gop,0
3917,hillaryclinton watched gopdebate kardashians usa doomed birdbrain,0
3918,like donaldtrump ability dig grave gopdebate,0
3919,going long tiring election season shockingly ill informed candidates gopdebate http co vtk k txif voa slate,0
3921,jjauthor policies barack obama managed provide neither peace prosperity gopdebate realdonaldtrump tedcruz,0
3922,dear internet start trumping thing make thing trumping trump gopdebate http co mi fdffmy,0
3923,garbage bones harder game fuck marry kill w gop debaters teen mom shitty dads gopdebate teenmom,0
3924,zoe archer watching gopdebate sounds twitter like race bottom,0
3927,kylekulinski right wing economics caused mortgage crisis amp great recession ideas proposed sol,0
3928,bretbaier named govmikehuckabee one winners gopdebate gt https co obsvewvo imwithhuck,1
3929,btw correct response last night gopdebate would faith personal matter amp unrelated aptitude statesman,0
3930,fox news streaming gopdebate last night http co soowgiuno http co wx go thnu,0
3932,deray scott walker frightening like speaks detached reality speaking gopdebate,0
3933,watched quite bit gop debate trump idiot trumpisanidiot gopdebate libertarian,0
3934,nancyleegrahn joke http co bqaatgjnfe gopdebate,0
3935,yeah liberal lap dog media loved gopdebate people actually watch foxnews loathed fox pay rushlimbaugh,0
3937,thebighoot jan usa carlyfiorina impressive gopdebate,1
3938,clear winners gopdebate sentedcruz carlyfiorina powerful combo could support,1
3939,biggest problem gopdebate fox moderators got airtime total candidate rush tcot,0
3940,megyn kelly need work msnbc low point debate gopdebate foxnews realdonaldtrump,0
3942,africa got ppl amp dl internationalbeerday gopdebate fridayreads timaya amayanabo cover http co drktw c u,0
3943,mentioned gopdebate voting rights climate change gun violence police shootings student debt inequality,0
3944,drepurse ok gonna talk god talk little pope know one told tackle climate change gopdebate,0
3945,foxnews rig last night gopdebate put tallest guy loudest voice middle amp give air time result obvious,0
3946,politicoroger donald trump tweeted jet landed cleveland earth moved gopdebate http co lbef yb,1
3947,donald trump parody funny https co neymfcdj gopdebate trump trump trumpeffect thegoodlife trumpdates awepra,0
3948,ryanbhorn nielsen release ratings afternoon rumor mil viewers share making foxnews undisputed winner gop,1
3949,real winners gopdebate jr debaters came across far intelligent brawling children later,1
3952,cabot phillips marco rubio treating candidates like drake treated meek mill gopdebate,0
3954,could watch gopdebate besides fox fox stream quality terrible,0
3955,man rubio slide best guest actor comedy next emmy season gopdebate,0
3957,bill reilly pandering http co uohxh nrkz stopiran gopdebate http co zwmstjjh cruzcrew rush ycot tiot sot,0
3958,catching gopdebate tweets feel like missed real cracker lolgop,0
3959,whynotbecca tomorrow morning wake ashton kutcher pops tells us punk omgop gopdebate,0
3962,know sure gopdebate amp people stage voting outnumbered,0
3963,chris christie lies appointed u attorney day b attacks http co uzmkvdwwt gopdebate,0
3964,hemantmehta trump idea proof talk louder gopdebate,0
3967,yikes randpaul gave obama big hug chrischristie hugged survivors gopdebate dialogue,0
3968,realdonaldtrump need grow thicker skin foxnews moderator problem gopdebate,0
3969,stopthis big loser tonights debate megan kelly megan insulted intelligence tonight kellyfile gopdebate k,0
3970,day gopdebate man mean everybody complaining everybody mean trumpthewhiner,0
3971,air time last night fox moderators gopdebate really would make see fake megynkelly nasty,0
3973,usatoday calls govmikehuckabee debate closing show stopping zinger imwithhuck gopdebate,1
3974,gop keep looking inept next trump say people mean shit well gopdebate,0
3975,hoping marcorubio takes country places seen decades keep good work gopdebate,1
3976,rush mocking megyn kelly self serving amp narcissistic kellyfile gopdebate foxdebate,0
3978,frustrating watch gopdebate woman http co xxch pxagf,0
3979,carly puts boys shame http co gwumbzwd w gopdebate,0
3988,rush fox moderators got airtime gopdebate,0
3990,themorningspew watched gopdebate honestly say would vote rock would vote democrat,0
3991,trump wins front page every news source billions free advetising realdonaldtrump gopdebate trump,1
3994,trumpissues realdonaldtrump gopdebate debate elect trump sarahpalinusa save america,1
3998,jdwinteregg gop potus succeed conservative reps vote districts w fear retribution fireboehner oh go,0
3999,marcorubio destroy sick liar hillaryclinton debate gets chance gt gt gopdebate tlot tcot p rnc dnc,1
4000,mikedrucker candidates abortion none presidencies coming term gopdebate,0
4001,getting watch gopdebate rand paul bad hair donald trump worse hair marco rubio great hair chris christie fat,0
4002,alot know type comebacks sat watching almost disbelief gopdebate,0
4003,jamalraad trump immigration strategy https co qzmfehr vf gopdebate,1
4004,thank u thoughtful reflection gopdebate foxnews recovery trump ques lame bs fluff made megyn look bad,1
4005,phenomenal course knew would imwithhuck gopdebate th ccot tcot teaparty pjnet https co oucmhiyfhz,1
4006,thebaxterbean gop denied b infrastructure pushing b unfunded tax cuts top http co dbgqrcrvbf gopdebate http,0
4007,rush gopdebate never seen kind public backlash fox news personalities since network launched tcot,0
4008,demsabroad saying everything say crap saying looks whole lot like cat ate minutes ago,0
4010,want people wedding whose presence commanded realdonaldtrump tmp gopdebate godfathertrump,0
4011,shontony thedemocrats gopdebate looking lot like http co w uml cyee trumpeffect,0
4012,hardline stance million people watched fox gopdebate last nite amp million people tuned right find,0
4013,learned gopdebate guy dad mailman jesus christ everyone running mate gop run women,0
4014,channel watch cnn liberal fnc amp megynkelly r rnc hitman crony realdonaldtrump dont join gopdebate anymore gotrump,0
4016,sharkweektunes foxnews handing squirt guns gopdebate http co tkjqlmy,0
4018,trump proud misogyny tries intimidate ugh donald trump amp megyn kelly fox news gopdebate http co pgqbmaragr,0
4019,ian ask tpp job destroying corporate power grab http co whn bltejf gopdebate http co ginjlavi,0
4021,frustrating watch gopdebate woman http co fh xboqw via huffpostwomen,0
4022,dagenmcdowell want people think weight style hair like bob big boy gov christie gopd,0
4024,oh poor trojan horse trump pouting victim tcot ccot gopdebate,0
4025,still baffled things said last night believe many people take assholes seriously gopdebate,0
4026,livestream gopdebate blogger debate making sure donald trump pull rose perot clinton,0
4027,insult women woman brought bimbo trump gopdebate,0
4029,politicians like hillaryclinton accept money campaigns foreign donors trump call someone fat pig gopdebate pc,0
4030,megynkelly gopdebate thoughts comments facebook page concerning trump motive behind,0
4031,zoewentzel gopdebate got like hillary http co znulwsrgyh,0
4032,harikondabolu bobby jindal said immigration without assimilation invasion oh god man never eaten gulab jamun gopd,0
4033,realdonaldtrump aww sad thinks fox news reporter mean debate gopdebate donaldtrump,0
4034,nerve cruz blame obamacare greedy insurance companies raising premiums profit gopdebate,0
4035,rajachristina lst nt scottwalker said deny rape victim n abortion guess love fetus still heart gopd,0
4036,heatherchilders god blessed rep party lot great candidates dem party cannot even find one marcorubio gopdeb,1
4037,else new pretend surprised gop housegop candidates veer truth http co zpgwqrgos gopdebate,0
4039,katiepavlich donald trump democrat republican donald trump gopdebate,1
4041,jedediahbila says marcorubio great communicator showed last night outnumbered studentsforrubio gopdebate,1
4042,jjravenation elielcruz iamcreesummer best gopdebate tweet better actual debate,1
4046,loser gopdebate republican party,0
